Date,Close
2025-11-10,31.989999771118164
2025-11-11,32.38999938964844
2025-11-12,32.439998626708984
2025-11-13,32.54999923706055
2025-11-14,33.56999969482422
2025-11-17,33.33000183105469
2025-11-18,34.04999923706055
2025-11-19,34.0
2025-11-20,33.970001220703125
2025-11-21,33.43000030517578
2025-11-24,32.93000030517578
2025-11-25,33.2400016784668
2025-11-26,33.31999969482422
2025-11-28,33.77000045776367
2025-12-01,34.04999923706055
2025-12-02,33.54999923706055
2025-12-03,34.130001068115234
2025-12-04,34.459999084472656
2025-12-05,34.65999984741211
2025-12-08,34.06999969482422
2025-12-09,33.72999954223633
2025-12-10,33.720001220703125
2025-12-11,33.13999938964844
2025-12-12,32.9900016784668
2025-12-15,32.41999816894531
2025-12-16,31.25
2025-12-17,31.860000610351562
2025-12-18,31.489999771118164
2025-12-19,31.899999618530273
2025-12-22,32.33000183105469
2025-12-23,32.83000183105469
2025-12-24,32.970001220703125
2025-12-26,32.790000915527344
2025-12-29,33.18000030517578
2025-12-30,33.90999984741211
2025-12-31,33.849998474121094
2026-01-02,34.31999969482422
2026-01-05,32.22999954223633
2026-01-06,31.59000015258789
2026-01-07,30.59000015258789
2026-01-08,31.549999237060547
2026-01-09,32.08000183105469
2026-01-12,32.29999923706055
2026-01-13,33.150001525878906
2026-01-14,34.619998931884766
2026-01-15,34.099998474121094
2026-01-16,34.349998474121094
2026-01-20,34.43000030517578
2026-01-21,35.970001220703125
2026-01-22,35.4900016784668
2026-01-23,36.13999938964844
2026-01-26,36.04999923706055
2026-01-27,36.66999816894531
2026-01-28,37.099998474121094
2026-01-29,37.869998931884766
2026-01-30,37.209999084472656
2026-02-02,36.5
2026-02-03,37.47999954223633
2026-02-04,38.529998779296875
2026-02-05,37.88999938964844
2026-02-06,39.099998474121094
2026-02-09,39.16999816894531
2026-02-10,39.09000015258789
2026-02-11,40.630001068115234
2026-02-12,39.9900016784668
2026-02-13,40.68000030517578
2026-02-17,40.59000015258789
2026-02-18,41.65999984741211
2026-02-19,42.5
2026-02-20,42.400001525878906
2026-02-23,42.34000015258789
2026-02-24,42.59000015258789
2026-02-25,42.56999969482422
2026-02-26,43.09000015258789
2026-02-27,43.77000045776367
2026-03-02,44.349998474121094
2026-03-03,44.130001068115234
2026-03-04,44.18000030517578
2026-03-05,45.31999969482422
2026-03-06,46.310001373291016
2026-03-09,46.2400016784668
2026-03-10,45.720001220703125
2026-03-11,47.2599983215332
2026-03-12,48.560001373291016
2026-03-13,48.439998626708984
2026-03-16,48.790000915527344
2026-03-17,48.97999954223633
2026-03-18,49.099998474121094
2026-03-19,50.54999923706055
2026-03-20,49.02000045776367
2026-03-23,48.380001068115234
2026-03-24,49.02000045776367
2026-03-25,49.18000030517578
2026-03-26,48.66999816894531
2026-03-27,50.09000015258789
2026-03-30,49.369998931884766
2026-03-31,48.72999954223633
2026-04-01,46.560001373291016
2026-04-02,47.529998779296875
2026-04-06,48.25
2026-04-07,49.15999984741211
2026-04-08,46.43000030517578
2026-04-09,45.70000076293945
2026-04-10,46.349998474121094
2026-04-13,46.849998474121094
2026-04-14,45.650001525878906
2026-04-15,45.77000045776367
2026-04-16,46.310001373291016
2026-04-17,43.0
2026-04-20,43.29999923706055
2026-04-21,44.279998779296875
2026-04-22,44.68000030517578
2026-04-23,45.43000030517578
2026-04-24,44.2400016784668
2026-04-27,45.02000045776367
2026-04-28,46.36000061035156
2026-04-29,47.209999084472656
2026-04-30,47.689998626708984
2026-05-01,46.959999084472656
2026-05-04,47.58000183105469
2026-05-05,47.849998474121094
2026-05-06,45.630001068115234
2026-05-07,44.7400016784668
2026-05-08,44.529998779296875
