Datetime,Close
2026-05-27 13:30:00+00:00,196.24000549316406
2026-05-27 13:31:00+00:00,196.17999267578125
2026-05-27 13:32:00+00:00,196.47999572753906
2026-05-27 13:33:00+00:00,196.61000061035156
2026-05-27 13:34:00+00:00,196.39999389648438
2026-05-27 13:35:00+00:00,196.3000030517578
2026-05-27 13:36:00+00:00,195.61000061035156
2026-05-27 13:37:00+00:00,195.1199951171875
2026-05-27 13:38:00+00:00,195.1649932861328
2026-05-27 13:39:00+00:00,195.30999755859375
2026-05-27 13:40:00+00:00,195.57960510253906
2026-05-27 13:41:00+00:00,194.88999938964844
2026-05-27 13:42:00+00:00,195.02999877929688
2026-05-27 13:43:00+00:00,194.8300018310547
2026-05-27 13:44:00+00:00,194.55999755859375
2026-05-27 13:45:00+00:00,195.0
2026-05-27 13:46:00+00:00,194.5800018310547
2026-05-27 13:48:00+00:00,194.67999267578125
2026-05-27 13:49:00+00:00,194.89329528808594
2026-05-27 13:50:00+00:00,195.3300018310547
2026-05-27 13:51:00+00:00,195.42999267578125
2026-05-27 13:52:00+00:00,195.8000030517578
2026-05-27 13:53:00+00:00,195.92999267578125
2026-05-27 13:54:00+00:00,195.41000366210938
2026-05-27 13:55:00+00:00,195.47999572753906
2026-05-27 13:56:00+00:00,195.3300018310547
2026-05-27 13:58:00+00:00,195.35000610351562
2026-05-27 13:59:00+00:00,195.57550048828125
2026-05-27 14:00:00+00:00,195.4199981689453
2026-05-27 14:01:00+00:00,195.42999267578125
2026-05-27 14:02:00+00:00,195.55999755859375
2026-05-27 14:03:00+00:00,195.58999633789062
2026-05-27 14:04:00+00:00,195.69000244140625
2026-05-27 14:05:00+00:00,195.7100067138672
2026-05-27 14:06:00+00:00,195.63999938964844
2026-05-27 14:07:00+00:00,195.43499755859375
2026-05-27 14:08:00+00:00,195.25
2026-05-27 14:09:00+00:00,195.47000122070312
2026-05-27 14:10:00+00:00,195.30999755859375
2026-05-27 14:11:00+00:00,195.17999267578125
