Datetime,Close
2026-05-27 13:30:00+00:00,133.7899932861328
2026-05-27 13:31:00+00:00,134.19509887695312
2026-05-27 13:32:00+00:00,133.25
2026-05-27 13:33:00+00:00,133.3800048828125
2026-05-27 13:34:00+00:00,133.49000549316406
2026-05-27 13:35:00+00:00,134.12750244140625
2026-05-27 13:36:00+00:00,134.5800018310547
2026-05-27 13:37:00+00:00,134.7949981689453
2026-05-27 13:38:00+00:00,134.43499755859375
2026-05-27 13:39:00+00:00,134.9199981689453
2026-05-27 13:40:00+00:00,134.61500549316406
2026-05-27 13:41:00+00:00,135.4799041748047
2026-05-27 13:42:00+00:00,134.76510620117188
2026-05-27 13:43:00+00:00,134.76499938964844
2026-05-27 13:44:00+00:00,134.74000549316406
2026-05-27 13:45:00+00:00,134.72999572753906
2026-05-27 13:46:00+00:00,134.6999969482422
2026-05-27 13:47:00+00:00,134.84500122070312
2026-05-27 13:48:00+00:00,134.7449951171875
2026-05-27 13:49:00+00:00,134.3000030517578
2026-05-27 13:50:00+00:00,134.82000732421875
2026-05-27 13:52:00+00:00,134.8800048828125
2026-05-27 13:53:00+00:00,134.61000061035156
2026-05-27 13:54:00+00:00,134.1175994873047
2026-05-27 13:57:00+00:00,134.40499877929688
2026-05-27 13:59:00+00:00,134.13999938964844
2026-05-27 14:00:00+00:00,134.3800048828125
2026-05-27 14:01:00+00:00,133.6300048828125
2026-05-27 14:02:00+00:00,133.69000244140625
2026-05-27 14:04:00+00:00,134.02499389648438
2026-05-27 14:05:00+00:00,134.5399932861328
2026-05-27 14:09:00+00:00,134.33999633789062
2026-05-27 14:10:00+00:00,134.4149932861328
2026-05-27 14:11:00+00:00,134.58999633789062
2026-05-27 14:12:00+00:00,134.13999938964844
2026-05-27 14:15:00+00:00,133.8800048828125
2026-05-27 14:17:00+00:00,133.72999572753906
2026-05-27 14:18:00+00:00,133.6699981689453
2026-05-27 14:20:00+00:00,133.9199981689453
2026-05-27 14:22:00+00:00,133.52999877929688
2026-05-27 14:24:00+00:00,133.76499938964844
2026-05-27 14:25:00+00:00,134.0
2026-05-27 14:26:00+00:00,134.49989318847656
2026-05-27 14:28:00+00:00,134.43499755859375
2026-05-27 14:29:00+00:00,134.19000244140625
2026-05-27 14:31:00+00:00,134.16009521484375
2026-05-27 14:32:00+00:00,134.22999572753906
2026-05-27 14:33:00+00:00,134.47999572753906
2026-05-27 14:34:00+00:00,134.3699951171875
2026-05-27 14:35:00+00:00,134.33999633789062
2026-05-27 14:36:00+00:00,134.18499755859375
2026-05-27 14:37:00+00:00,134.24000549316406
2026-05-27 14:38:00+00:00,134.25
2026-05-27 14:39:00+00:00,134.13499450683594
2026-05-27 14:41:00+00:00,134.21420288085938
2026-05-27 14:42:00+00:00,134.65499877929688
2026-05-27 14:43:00+00:00,134.82000732421875
2026-05-27 14:44:00+00:00,134.8350067138672
2026-05-27 14:45:00+00:00,134.8350067138672
2026-05-27 14:46:00+00:00,134.7100067138672
2026-05-27 14:47:00+00:00,134.67750549316406
2026-05-27 14:48:00+00:00,134.6649932861328
2026-05-27 14:52:00+00:00,134.72000122070312
2026-05-27 14:53:00+00:00,135.01499938964844
2026-05-27 14:55:00+00:00,135.1199951171875
