flash_drop_pct,returncode,trades,total_pnl,avg_pnl,median_pnl,avg_return_pct,median_return_pct,win_rate_pct
1.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1.7,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1.9,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2.3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
