symbol,trade_date,entry_time,flash_start_price,flash_end_price,flash_drop_pct,pre_crash_return_pct,pre_crash_slope_pct_per_hour,pre_crash_r2,longterm_slope_6m_pct_per_day,longterm_r2_6m,volatility_6m_annualized_pct,pass_longterm,strategy,entry_price,target_price,stop_price,outcome,trade_return_pct,paper_pnl_dollars,exit_price,exit_time
CVGI,2026-05-06,2026-05-06 19:13:00+00:00,5.170000076293945,5.051000118255615,2.3017399667745035,0.3663910826839256,0.7074607181388304,0.09584815453525009,1.0047188503356619,0.7164174482227852,101.42148167406297,True,flash_entry_after_dip,5.051000118255615,5.122400093078613,4.7984501123428345,hit_target,1.413580937465042,28.271618749300842,5.122400093078613,2026-05-06 19:22:00+00:00
CVGI,2026-05-06,2026-05-06 19:13:00+00:00,5.170000076293945,5.051000118255615,2.3017399667745035,0.3663910826839256,0.7074607181388304,0.09584815453525009,1.0047188503356619,0.7164174482227852,101.42148167406297,True,control_entry_before_dip,5.170000076293945,5.243082211839365,4.911500072479248,exit_eod,0.5802656195064593,11.605312390129185,5.199999809265137,2026-05-06 19:59:00+00:00
FATE,2026-05-05,2026-05-05 14:43:00+00:00,2.2249999046325684,2.174999952316284,2.2471889644660936,4.449650071877342,9.84737993860254,0.6393221572423554,0.33300159475553315,0.45900036479499606,91.86026894631988,True,flash_entry_after_dip,2.174999952316284,2.2049999237060547,2.06624995470047,hit_target,1.379309059654088,27.58618119308176,2.2049999237060547,2026-05-05 14:44:00+00:00
FATE,2026-05-05,2026-05-05 14:43:00+00:00,2.2249999046325684,2.174999952316284,2.2471889644660936,4.449650071877342,9.84737993860254,0.6393221572423554,0.33300159475553315,0.45900036479499606,91.86026894631988,True,control_entry_before_dip,2.2249999046325684,2.25568952989446,2.1137499094009398,hit_stop,-5.000000000000004,-100.00000000000009,2.1137499094009398,2026-05-05 15:29:00+00:00
FLEX,2026-05-06,2026-05-06 14:05:00+00:00,128.8249969482422,126.2300033569336,2.0143556396521247,2.3289345603703993,1.379435213112079,0.0490510479681745,0.31602668245713783,0.4770390134016419,76.61171577085753,True,flash_entry_after_dip,126.2300033569336,127.78699951171875,119.9185031890869,hit_target,1.2334596477689308,24.669192955378616,127.78699951171875,2026-05-06 16:39:00+00:00
FLEX,2026-05-06,2026-05-06 14:05:00+00:00,128.8249969482422,126.2300033569336,2.0143556396521247,2.3289345603703993,1.379435213112079,0.0490510479681745,0.31602668245713783,0.4770390134016419,76.61171577085753,True,control_entry_before_dip,128.8249969482422,130.4140013018383,122.38374710083008,hit_stop,-5.000000000000004,-100.00000000000009,122.38374710083008,2026-05-06 14:29:00+00:00
GERN,2026-05-06,2026-05-06 14:20:00+00:00,1.6349999904632568,1.600000023841858,2.1406707538562197,0.30674817461688875,2.9872449368871345,0.25548085586909675,0.2836149945916411,0.5835440803861146,67.76138589823604,True,flash_entry_after_dip,1.600000023841858,1.6210000038146972,1.520000022649765,hit_target,1.3124987287447043,26.249974574894086,1.6210000038146972,2026-05-06 14:21:00+00:00
GERN,2026-05-06,2026-05-06 14:20:00+00:00,1.6349999904632568,1.600000023841858,2.1406707538562197,0.30674817461688875,2.9872449368871345,0.25548085586909675,0.2836149945916411,0.5835440803861146,67.76138589823604,True,control_entry_before_dip,1.6349999904632568,1.656459344553063,1.5532499909400939,hit_target,1.3124987287447043,26.249974574894086,1.656459344553063,2026-05-06 15:44:00+00:00
HIMX,2026-05-07,2026-05-07 14:04:00+00:00,17.1875,16.82990074157715,2.0805775035511362,7.250936827233989,9.785482194554795,0.33924941743509796,0.2913937548457257,0.4141243837086802,75.42487832549944,True,flash_entry_after_dip,16.82990074157715,17.04446029663086,15.988405704498291,hit_target,1.2748711852094141,25.497423704188282,17.04446029663086,2026-05-07 14:05:00+00:00
HIMX,2026-05-07,2026-05-07 14:04:00+00:00,17.1875,16.82990074157715,2.0805775035511362,7.250936827233989,9.785482194554795,0.33924941743509796,0.2913937548457257,0.4141243837086802,75.42487832549944,True,control_entry_before_dip,17.1875,17.406618484957868,16.328125,hit_target,1.2748711852094141,25.497423704188282,17.406618484957868,2026-05-07 14:21:00+00:00
HUT,2026-05-06,2026-05-06 14:33:00+00:00,107.8000030517578,105.41999816894533,2.2077966748013584,4.72263873646479,14.218221751245608,0.7767615608891827,0.48089359077201355,0.5663509724148809,115.84134208089392,True,flash_entry_after_dip,105.41999816894533,106.8480010986328,100.14899826049806,hit_target,1.3545844758970471,27.091689517940942,106.8480010986328,2026-05-06 14:52:00+00:00
HUT,2026-05-06,2026-05-06 14:33:00+00:00,107.8000030517578,105.41999816894533,2.2077966748013584,4.72263873646479,14.218221751245608,0.7767615608891827,0.48089359077201355,0.5663509724148809,115.84134208089392,True,control_entry_before_dip,107.8000030517578,109.26024515811345,102.41000289916991,hit_target,1.3545844758970471,27.091689517940942,109.26024515811345,2026-05-06 16:44:00+00:00
IOVA,2026-05-07,2026-05-07 14:43:00+00:00,3.6700000762939458,3.5350000858306885,3.6784737781145638,3.3660556418796617,1.7476579561884975,0.04290610401080652,0.502923483172868,0.6291026479573409,94.79715326429104,True,flash_entry_after_dip,3.5350000858306885,3.616000080108643,3.358250081539154,hit_target,2.2913717768388686,45.82743553677737,3.616000080108643,2026-05-07 16:25:00+00:00
IOVA,2026-05-07,2026-05-07 14:43:00+00:00,3.6700000762939458,3.5350000858306885,3.6784737781145638,3.3660556418796617,1.7476579561884975,0.04290610401080652,0.502923483172868,0.6291026479573409,94.79715326429104,True,control_entry_before_dip,3.6700000762939458,3.7540934222521103,3.4865000724792483,hit_stop,-5.000000000000004,-100.00000000000009,3.4865000724792483,2026-05-07 14:48:00+00:00
JOB,2026-05-08,2026-05-08 16:03:00+00:00,0.2658999860286712,0.2603000104427337,2.1060458368484727,3.758803295572055,7.467931652836612,0.5125838753787703,0.26981834978827557,0.7051476551308902,70.7611102408893,True,flash_entry_after_dip,0.2603000104427337,0.2636599957942962,0.24728500992059702,hit_target,1.2908126072863624,25.816252145727248,0.2636599957942962,2026-05-08 16:55:00+00:00
JOB,2026-05-08,2026-05-08 16:03:00+00:00,0.2658999860286712,0.2603000104427337,2.1060458368484727,3.758803295572055,7.467931652836612,0.5125838753787703,0.26981834978827557,0.7051476551308902,70.7611102408893,True,control_entry_before_dip,0.2658999860286712,0.269332256571102,0.25260498672723763,exit_eod,-3.3847213269756593,-67.69442653951319,0.2569000124931335,2026-05-08 19:59:00+00:00
MRNA,2026-05-08,2026-05-08 15:48:00+00:00,55.8650016784668,54.6349983215332,2.201742271508244,2.8439465511263196,3.9493084797508127,0.6635621882767171,0.6964973323031254,0.7833774712629411,71.88081141098465,True,flash_entry_after_dip,54.6349983215332,55.37300033569336,51.90324840545654,hit_target,1.3507861935255105,27.01572387051021,55.37300033569336,2026-05-08 16:25:00+00:00
MRNA,2026-05-08,2026-05-08 15:48:00+00:00,55.8650016784668,54.6349983215332,2.201742271508244,2.8439465511263196,3.9493084797508127,0.6635621882767171,0.6964973323031254,0.7833774712629411,71.88081141098465,True,control_entry_before_dip,55.8650016784668,56.61961840815232,53.07175159454346,hit_target,1.3507861935255105,27.01572387051021,56.61961840815232,2026-05-08 16:36:00+00:00
PRIM,2026-05-06,2026-05-06 14:20:00+00:00,112.4000015258789,109.7249984741211,2.3798959212130626,0.2740983131482633,4.416315691000294,0.14974927464429166,0.21883984974477855,0.3783860106890843,89.17209647603387,True,flash_entry_after_dip,109.7249984741211,111.33000030517579,104.23874855041504,hit_target,1.4627494676459074,29.254989352918148,111.33000030517579,2026-05-06 14:53:00+00:00
PRIM,2026-05-06,2026-05-06 14:20:00+00:00,112.4000015258789,109.7249984741211,2.3798959212130626,0.2740983131482633,4.416315691000294,0.14974927464429166,0.21883984974477855,0.3783860106890843,89.17209647603387,True,control_entry_before_dip,112.4000015258789,114.04413194983269,106.78000144958496,hit_stop,-5.000000000000004,-100.00000000000009,106.78000144958496,2026-05-06 15:43:00+00:00
PTLO,2026-05-05,2026-05-05 18:36:00+00:00,4.933499813079834,4.824999809265137,2.1992501859843796,1.849951836014263,3.813130359183714,0.3424721825012935,0.15877322815374129,0.32409548140958433,55.873064885184185,True,flash_entry_after_dip,4.824999809265137,4.890099811553955,4.58374981880188,exit_eod,-0.932634222500428,-18.65268445000856,4.78000020980835,2026-05-05 19:59:00+00:00
PTLO,2026-05-05,2026-05-05 18:36:00+00:00,4.933499813079834,4.824999809265137,2.1992501859843796,1.849951836014263,3.813130359183714,0.3424721825012935,0.15877322815374129,0.32409548140958433,55.873064885184185,True,control_entry_before_dip,4.933499813079834,5.000063722265209,4.686824822425842,exit_eod,-3.1113734486119093,-62.227468972238185,4.78000020980835,2026-05-05 19:59:00+00:00
TWST,2026-05-04,2026-05-04 14:09:00+00:00,57.85499954223633,56.657501220703125,2.069826861996575,0.9182237839364005,7.3115738090480775,0.49177878987293044,0.6208235242758153,0.8664128113170763,68.46035376837023,True,flash_entry_after_dip,56.657501220703125,57.376000213623044,53.824626159667964,hit_target,1.2681445129764546,25.36289025952909,57.376000213623044,2026-05-04 14:10:00+00:00
TWST,2026-05-04,2026-05-04 14:09:00+00:00,57.85499954223633,56.657501220703125,2.069826861996575,0.9182237839364005,7.3115738090480775,0.49177878987293044,0.6208235242758153,0.8664128113170763,68.46035376837023,True,control_entry_before_dip,57.85499954223633,58.58868454441375,54.96224956512451,hit_target,1.2681445129764546,25.36289025952909,58.58868454441375,2026-05-04 17:20:00+00:00
